"GeneName","pvalue","no_of_SNPs","pval_combination_GBJ_minP_GHC_SKAT","list_of_pvalue"
"Zm00001eb173360",0.0770921734779869,8,"Yes","0.2999263,0.004484958,0.8038926,0.1293176,0.04500229,0.5311947,0.8944462,0.5160392"
"Zm00001eb053680",0.0770982,1,"No","0.0770982"
"Zm00001eb009930",0.0772484319828274,5,"Yes","0.01374031,0.1806529,0.2552929,0.5722431,0.054987"
"Zm00001eb391400",0.0774409212483422,4,"Yes","0.06288491,0.04824669,0.030166,0.4711661"
"Zm00001eb038760",0.07759297,1,"No","0.07759297"
"Zm00001eb327140",0.07814068,1,"No","0.07814068"
"Zm00001eb340330",0.07816095,1,"No","0.07816095"
"Zm00001eb098820",0.0784160466974804,3,"Yes","0.1095606,0.02042082,0.4552976"
"Zm00001eb372410",0.0786904253294404,2,"Yes","0.04016503,0.8923022"
"Zm00001eb029080",0.07869848,1,"No","0.07869848"
"Zm00001eb212010",0.07879815,1,"No","0.07879815"
"Zm00001eb158110",0.07975511,1,"No","0.07975511"
"Zm00001eb386750",0.07978291,1,"No","0.07978291"
"Zm00001eb149720",0.0798406,1,"No","0.0798406"
"Zm00001eb290820",0.0800883818906175,4,"Yes","0.7993314,0.67489,0.8639845,0.01200526"
"Zm00001eb202960",0.08034329,1,"No","0.08034329"
"Zm00001eb131230",0.0804848,1,"No","0.0804848"
"Zm00001eb285890",0.081071418070104,9,"Yes","0.8636942,0.9655547,0.09018455,0.2777411,0.1134882,0.04985786,0.974491,0.3890589,0.04967023"
"Zm00001eb361140",0.0811215449044052,3,"Yes","0.2604452,0.01621366,0.2398253"
"Zm00001eb222150",0.0813905546975349,2,"Yes","0.09699072,0.04369292"
"Zm00001eb050060",0.0814041735673143,3,"Yes","0.1244473,0.1167636,0.3253623"
"Zm00001eb159720",0.0815454139349086,4,"Yes","0.8261258,0.01404623,0.08488108,0.110343"
"Zm00001eb374030",0.0816387335276909,4,"Yes","0.08578944,0.7978365,0.3799237,0.01279189"
"Zm00001eb247460",0.08165348,1,"No","0.08165348"
"Zm00001eb183270",0.08177755,1,"No","0.08177755"
"Zm00001eb056400",0.08244186,1,"No","0.08244186"
"Zm00001eb052650",0.08270514,1,"No","0.08270514"
"Zm00001eb360550",0.08372607,1,"No","0.08372607"
"Zm00001eb384640",0.0841441529202733,2,"Yes","0.04624991,0.6900296"
"Zm00001eb234370",0.08458202,1,"No","0.08458202"
"Zm00001eb413530",0.0849326042576647,2,"Yes","0.04408974,0.2243437"
"Zm00001eb165880",0.0849870508994468,2,"Yes","0.9592059,0.04343783"
"Zm00001eb214560",0.0850435449851509,8,"Yes","0.4182289,0.07348002,0.03110511,0.6478096,0.6340034,0.06505813,0.6397832,0.6773605"
"Zm00001eb165590",0.085455144519504,2,"Yes","0.0436811,0.8381226"
"Zm00001eb086820",0.08550855,1,"No","0.08550855"
"Zm00001eb312360",0.0859197907670139,16,"Yes","0.09623248,0.3535229,0.2284003,0.1219372,0.1357379,0.1369428,0.02000165,0.1384513,0.8330816,0.01402525,0.02102257,0.7245126,0.7425538,0.8600902,0.05522995,0.6594437"
"Zm00001eb215910",0.0861240492398061,4,"Yes","0.7306523,0.102745,0.9337557,0.01299383"
"Zm00001eb327150",0.0864997799238593,7,"Yes","0.8104699,0.5970907,0.8628101,0.6848101,0.09724487,0.03168042,0.02406372"
"Zm00001eb130050",0.0867159621232662,2,"Yes","0.0444311,0.9722226"
"Zm00001eb056940",0.08674235,1,"No","0.08674235"
"Zm00001eb286210",0.08684169,1,"No","0.08684169"
"Zm00001eb298860",0.0868735588540849,25,"Yes","0.3074321,0.9056197,0.1982979,0.06220424,0.8248933,0.09900423,0.04355656,0.09436233,0.3721244,0.09058936,0.710984,0.4671097,0.5633282,0.4895897,0.1258244,0.3907629,0.09753253,0.926666,0.7820097,0.05219471,0.871335,0.9327982,0.2936231,0.6311928,0.4681649"
"Zm00001eb357940",0.08703034,1,"No","0.08703034"
"Zm00001eb283180",0.0879517552616957,5,"Yes","0.7110705,0.05665688,0.09038421,0.8450885,0.1367557"
"Zm00001eb318180",0.0880173454266672,6,"Yes","0.6086816,0.04310067,0.04481304,0.2068264,0.6541244,0.6043097"
"Zm00001eb066140",0.08803773,1,"No","0.08803773"
"Zm00001eb052080",0.08811811,1,"No","0.08811811"
"Zm00001eb102370",0.0881988896284233,3,"Yes","0.6578462,0.1141698,0.1118499"
"Zm00001eb379690",0.0882343263069147,2,"Yes","0.05360449,0.1304831"
"Zm00001eb271410",0.0884834233002117,5,"Yes","0.03828434,0.04526415,0.2735234,0.8555324,0.981222"
"Zm00001eb040580",0.08897541,1,"No","0.08897541"
"Zm00001eb075290",0.08917536,1,"No","0.08917536"
"Zm00001eb020560",0.08928295,1,"No","0.08928295"
"Zm00001eb302880",0.0893942848664657,5,"Yes","0.05703869,0.08255302,0.848148,0.7139481,0.1524934"
"Zm00001eb212020",0.0898260083191718,4,"Yes","0.01359056,0.6731252,0.8483053,0.248265"
"Zm00001eb264040",0.09084886,1,"No","0.09084886"
"Zm00001eb194300",0.09124166,1,"No","0.09124166"
"Zm00001eb018230",0.0913794275618474,2,"Yes","0.5162494,0.0468412"
"Zm00001eb044210",0.09142318,1,"No","0.09142318"
"Zm00001eb384000",0.0915644068991301,4,"Yes","0.4892372,0.08985738,0.3411999,0.0294082"
"Zm00001eb130060",0.0917534403339952,4,"Yes","0.7353846,0.6295309,0.1193961,0.01501654"
"Zm00001eb130470",0.09251585,1,"No","0.09251585"
"Zm00001eb053010",0.0928940705368542,7,"Yes","0.2416045,0.971464,0.0899598,0.05919304,0.05731671,0.0805872,0.07437822"
"Zm00001eb158870",0.09293897,1,"No","0.09293897"
"Zm00001eb186450",0.0929908861203202,15,"Yes","0.58915,0.02317106,0.01964522,0.03656622,0.496298,0.1249556,0.8265414,0.2086649,0.166844,0.4996542,0.4037553,0.732147,0.2411311,0.9274907,0.1882627"
"Zm00001eb412830",0.0931066,1,"No","0.0931066"
"Zm00001eb108340",0.0932368797907841,2,"Yes","0.05075005,0.6099689"
"Zm00001eb115540",0.0932481745028875,2,"Yes","0.4335786,0.04782662"
"Zm00001eb308220",0.09351608,1,"No","0.09351608"
"Zm00001eb086880",0.0949598,1,"No","0.0949598"
"Zm00001eb244370",0.0950071556950534,2,"Yes","0.9336943,0.04871128"
"Zm00001eb003540",0.09520397,1,"No","0.09520397"
"Zm00001eb083590",0.096874085221991,5,"Yes","0.1555403,0.1277332,0.06326984,0.6226178,0.09567952"
"Zm00001eb214880",0.0974107225279504,4,"Yes","0.4670195,0.4845707,0.01529605,0.3979428"
"Zm00001eb145150",0.09808838,1,"No","0.09808838"
"Zm00001eb031250",0.09821581,1,"No","0.09821581"
"Zm00001eb222030",0.09844909,1,"No","0.09844909"
"Zm00001eb323230",0.09908672,1,"No","0.09908672"
"Zm00001eb273580",0.09953761,1,"No","0.09953761"
"Zm00001eb068860",0.09960382,1,"No","0.09960382"
"Zm00001eb353390",0.09964739,1,"No","0.09964739"
"Zm00001eb135060",0.0996528916989546,3,"Yes","0.1293469,0.09819287,0.9997192"
"Zm00001eb015820",0.0998455944563565,2,"Yes","0.06419255,0.0567436"
"Zm00001eb241800",0.09985202,1,"No","0.09985202"
"Zm00001eb236460",0.0998965959890881,3,"Yes","0.2276239,0.02401042,0.8645822"
"Zm00001eb336250",0.100129210293153,8,"Yes","0.9667503,0.006378569,0.3685246,0.1699156,0.2666538,0.5437291,0.07861465,0.198363"
"Zm00001eb387180",0.100231092694103,4,"Yes","0.206454,0.4370557,0.08534249,0.08215653"
"Zm00001eb067190",0.1007638,1,"No","0.1007638"
"Zm00001eb352620",0.1009775,1,"No","0.1009775"
"Zm00001eb341090",0.101019,1,"No","0.101019"
"Zm00001eb152420",0.10132424503392,4,"Yes","0.0438608,0.6711825,0.1574586,0.1007976"
"Zm00001eb400470",0.101513523899676,3,"Yes","0.4791652,0.3250467,0.02068056"
"Zm00001eb147850",0.1016591,1,"No","0.1016591"
"Zm00001eb254090",0.102118826872022,7,"Yes","0.0428209,0.1838405,0.5169057,0.1354119,0.4650222,0.8627674,0.07874973"
"Zm00001eb214910",0.10243443864556,5,"Yes","0.3141983,0.02471635,0.1316861,0.1390074,0.5993997"
"Zm00001eb188980",0.1024948,1,"No","0.1024948"
"Zm00001eb220840",0.1026431,1,"No","0.1026431"
"Zm00001eb195140",0.103494699657547,2,"Yes","0.07505213,0.0883139"
"Zm00001eb065850",0.1036115,1,"No","0.1036115"
"Zm00001eb103170",0.1042526,1,"No","0.1042526"
"Zm00001eb217950",0.104711130338807,2,"Yes","0.05382377,0.7358046"
"Zm00001eb174450",0.1058371,1,"No","0.1058371"
"Zm00001eb149730",0.105852975440704,2,"Yes","0.06812392,0.05557668"
"Zm00001eb240330",0.105882154111494,3,"Yes","0.04549791,0.3441083,0.1445372"
"Zm00001eb124910",0.106086644284008,2,"Yes","0.05454349,0.4208145"
"Zm00001eb217490",0.1065638,1,"No","0.1065638"
"Zm00001eb217500",0.1065638,1,"No","0.1065638"
"Zm00001eb255190",0.1072595,1,"No","0.1072595"
"Zm00001eb291570",0.1074529,1,"No","0.1074529"
"Zm00001eb336280",0.107965803217999,2,"Yes","0.05564579,0.09553156"
"Zm00001eb253190",0.108499136000238,8,"Yes","0.967504,0.1434308,0.2240608,0.07067814,0.1511239,0.5510881,0.1628682,0.9751591"
"Zm00001eb426690",0.10894958008774,8,"Yes","0.4520322,0.2063936,0.5960771,0.1503066,0.1815079,0.06248845,0.1583703,0.08566689"
"Zm00001eb151420",0.109750315933037,2,"Yes","0.1303528,0.06696291"
"Zm00001eb076710",0.1102245,1,"No","0.1102245"
"Zm00001eb075400",0.1105847,1,"No","0.1105847"
"Zm00001eb220000",0.1107692,1,"No","0.1107692"
"Zm00001eb424650",0.111154273288323,2,"Yes","0.06479532,0.1080889"
"Zm00001eb017030",0.1111909,1,"No","0.1111909"
"Zm00001eb266980",0.1111951,1,"No","0.1111951"
"Zm00001eb371530",0.111297703047322,3,"Yes","0.02188963,0.6482829,0.5409813"
